disp_id,client_id,account_id,type_disp,frequency,Creation_account,card_id,Type_card,issued_date,district_id,district_name,region,nbr_inhabitants,nbr_municipalities_inhabitants < 499,nbr_municipalities_inhabitants 500-1999,nbr_municipalities_inhabitants 2000-9999,nbr_municipalities_inhabitants  >10000,nbr_cities,ratio_urban_inhabitants,average_salary,unemploymant_rate95,unemploymant_rate96,nbr_enterpreneurs_1000inhabitants,nbr_crimes95,nbr_crimes96,client_age,gender,birthdate,Credits,Withdrawals,remittance_another_bank,collection_another_bank,credit_cash,withdrawal_cash,creditcard_withdrawal,Q1-1993,Q1-1994,Q1-1995,Q1-1996,Q1-1997,Q1-1998,Q2-1993,Q2-1994,Q2-1995,Q2-1996,Q2-1997,Q2-1998,Q3-1993,Q3-1994,Q3-1995,Q3-1996,Q3-1997,Q3-1998,Q4-1993,Q4-1994,Q4-1995,Q4-1996,Q4-1997,Q4-1998,Other,Leasing,Insurance_Pay,Household_Pay,Loan_Pay,nbr_Other,nbr_Leasing,nbr_Insurance_Pay,nbr_Household_Pay,nbr_Loan_Pay,loan_id,date,amount,duration,payments,status
440,440,362,OWNER,Monthly,1993-04-04,,,,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,30.0,female,1970-07-07,826552.3999999998,,407104.0,,816950.0,357874.39999999985,,0,28,32,28,27,30,9,24,21,22,22,24,14,21,21,24,21,21,37,37,38,39,36,37,292.0,,68.0,6001.0,,1.0,,1.0,1.0,,,,,,,
441,441,363,OWNER,Monthly,1994-05-06,71.0,classic,1998-04-11,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,40.0,male,1959-09-14,2385028.199999999,2281531.200000001,,,2369845.0,2274031.200000002,7500.0,0,0,16,22,22,22,0,5,25,16,17,18,0,8,22,17,18,25,0,11,36,30,29,43,,,,,,,,,,,,,,,,
442,442,364,OWNER,Monthly,1997-01-20,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,28.0,female,1971-12-16,79480.80000000002,,39978.0,76636.0,1100.0,12622.800000000003,,0,0,0,0,3,15,0,0,0,0,5,13,0,0,0,0,14,14,0,0,0,0,24,23,,,,2221.0,,,,,1.0,,,,,,,
443,443,364,DISPONENT,Monthly,1997-01-20,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,28.0,male,1971-12-20,79480.80000000002,,39978.0,76636.0,1100.0,12622.800000000003,,0,0,0,0,3,15,0,0,0,0,5,13,0,0,0,0,14,14,0,0,0,0,24,23,,,,2221.0,,,,,1.0,,,,,,,
444,444,365,OWNER,Monthly,1993-12-12,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,39.0,female,1960-08-01,1176664.8999999997,1154064.9999999995,746139.0,1147900.0,22700.0,407925.99999999965,,0,9,26,27,23,24,0,19,25,25,24,25,0,24,24,24,24,23,1,41,41,40,39,37,1791.0,1766.0,5.0,11528.0,,2.0,1.0,1.0,1.0,,,,,,,
445,445,366,OWNER,Monthly,1996-10-23,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,53.0,female,1947-04-27,624069.7999999999,,184360.0,,619407.5,400586.59999999986,,0,0,0,0,15,34,0,0,0,0,26,27,0,0,0,0,25,25,0,0,0,7,44,40,5102.0,,836.0,2442.0,,2.0,,1.0,1.0,,,,,,,
446,446,366,DISPONENT,Monthly,1996-10-23,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,48.0,male,1952-03-19,624069.7999999999,,184360.0,,619407.5,400586.59999999986,,0,0,0,0,15,34,0,0,0,0,26,27,0,0,0,0,25,25,0,0,0,7,44,40,5102.0,,836.0,2442.0,,2.0,,1.0,1.0,,,,,,,
447,447,367,OWNER,Monthly,1997-05-09,72.0,classic,1998-03-09,23,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,53.0,male,1946-09-04,312462.3,,102144.0,,308496.0,154579.00000000006,5900.0,0,0,0,0,0,19,0,0,0,0,6,16,0,0,0,0,11,15,0,0,0,0,24,26,,,,6384.0,,,,,1.0,,,,,,,
448,448,368,OWNER,Monthly,1993-07-06,,,,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,29.0,female,1970-08-15,623118.6000000001,,342149.0,,617001.0,250090.60000000027,,0,33,31,30,24,27,0,26,26,26,22,23,9,25,26,23,22,23,22,41,44,38,37,39,959.0,1071.0,269.0,4381.0,,2.0,1.0,1.0,1.0,,,,,,,
450,450,370,OWNER,Monthly,1994-02-18,,,,25,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,46.0,male,1953-11-27,185675.80000000002,,109975.0,180554.0,700.0,54863.79999999996,,0,2,21,21,20,19,0,3,20,21,24,20,0,16,20,22,20,19,0,33,31,35,34,32,1188.0,,672.0,215.0,,1.0,,1.0,1.0,,,,,,,
451,451,371,OWNER,Monthly,1996-08-02,73.0,junior,1998-07-21,12,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,21.0,male,1979-04-14,178639.69999999998,,,,174062.0,109500.4000000001,9900.0,0,0,0,0,15,14,0,0,0,0,14,14,0,0,0,6,13,17,0,0,0,17,22,24,,,,,,,,,,,,,,,,
452,452,372,OWNER,Monthly,1995-09-10,,,,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,46.0,female,1953-10-22,987043.3999999998,,349803.0,,981126.0,596410.9999999995,,0,0,0,19,20,22,0,0,0,22,21,21,0,0,3,19,21,20,0,0,12,32,35,30,2148.0,,,7785.0,,1.0,,,1.0,,,,,,,
453,453,373,OWNER,Monthly,1996-06-20,74.0,classic,1998-10-18,67,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,30.0,male,1969-07-16,379815.60000000003,,167752.0,,375467.5,152025.0000000001,7700.0,0,0,0,0,18,17,0,0,0,1,17,16,0,0,0,9,17,17,0,0,0,23,28,29,,,,6452.0,,,,,1.0,,,,,,,
454,454,374,OWNER,Monthly,1993-01-09,,,,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,51.0,female,1949-06-15,1811590.600000001,1765911.6000000015,,1774163.0,24400.0,1765911.600000002,,7,18,20,18,22,20,12,14,14,14,18,14,17,14,13,12,15,13,28,25,22,22,28,26,,,,,,,,,,,,,,,,
455,455,375,OWNER,Monthly,1996-06-07,,,,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,79.0,male,1920-07-26,181382.7,,99424.0,177816.0,1100.0,63569.59999999997,,0,0,0,0,20,21,0,0,0,3,15,13,0,0,0,6,13,15,0,0,0,17,24,23,,,,3824.0,,,,,1.0,,,,,,,
456,456,376,OWNER,Monthly,1995-03-05,,,,25,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,60.0,male,1940-02-28,1234943.2000000007,,290977.0,,1226550.0,875318.5999999993,,0,0,3,24,24,23,0,0,9,18,15,17,0,0,14,15,17,16,0,0,29,27,30,27,,,,7097.0,,,,,1.0,,,,,,,
457,457,377,OWNER,Monthly,1994-08-19,75.0,classic,1997-07-29,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,49.0,male,1950-09-26,2217259.8999999994,2112730.600000001,,,2206676.0,2095930.6000000017,16800.0,0,0,18,18,27,26,0,0,19,18,16,22,0,6,26,14,23,15,0,12,34,26,42,28,,,,,,,,,,,,,,,,
458,458,378,OWNER,Monthly,1996-07-22,,,,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,38.0,male,1961-07-24,1982932.1000000003,1943967.8000000003,329959.0000000002,,1974944.0,1614008.8000000007,,0,0,0,0,37,32,0,0,0,0,37,39,0,0,0,20,28,39,0,0,0,60,55,57,1188.0,,2.0,8537.0,3840.2,2.0,,1.0,1.0,1.0,5051.0,1997-10-11,230400.0,60.0,3840.0,C
459,459,379,OWNER,Monthly,1996-05-18,,,,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,32.0,female,1967-07-23,137402.59999999998,,67068.0,115537.0,20000.0,56439.59999999997,,0,0,0,0,27,30,0,0,0,4,27,25,0,0,0,9,25,23,0,0,0,32,45,38,746.0,,177.0,1561.0,,2.0,,1.0,1.0,,,,,,,
461,461,381,OWNER,Monthly,1993-07-04,,,,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,29.0,female,1970-08-13,612764.0000000002,,,,604149.0,563610.5999999993,,0,21,23,19,22,21,0,13,15,13,15,13,9,12,13,13,13,13,19,21,21,23,23,22,,,,,,,,,,,,,,,,
462,462,382,OWNER,Monthly,1996-08-16,,,,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,29.0,male,1970-12-21,98602.69999999997,,52375.0,95620.0,700.0,18125.799999999996,,0,0,0,0,18,20,0,0,0,0,19,19,0,0,0,2,19,19,0,0,0,5,34,31,27.0,,14.0,2235.0,,1.0,,1.0,1.0,,,,,,,
463,463,383,OWNER,Monthly,1997-05-15,,,,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,56.0,male,1944-04-05,60183.99999999999,,28798.0,58634.0,600.0,13214.400000000003,,0,0,0,0,0,15,0,0,0,0,2,13,0,0,0,0,5,14,0,0,0,0,17,23,,,,2057.0,,,,,1.0,,,,,,,
464,464,384,OWNER,Weekly,1997-09-14,76.0,classic,1998-12-23,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,40.0,female,1959-07-30,849587.9999999999,775922.0,,,845235.0,775922.0,,0,0,0,0,0,19,0,0,0,0,0,28,0,0,0,0,3,17,0,0,0,0,11,26,,2304.1,,,,,1.0,,,,,,,,,
465,465,385,OWNER,Monthly,1993-04-07,,,,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,47.0,male,1952-09-01,246700.69999999995,,150159.0,239361.0,1000.0,67324.39999999995,,0,26,25,27,30,27,7,19,22,21,19,19,13,20,19,19,19,21,31,33,33,33,33,32,31.0,,121.0,2160.0,,1.0,,1.0,1.0,,,,,,,
466,466,386,OWNER,Monthly,1997-08-11,77.0,classic,1998-08-13,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,52.0,female,1947-11-19,337811.19999999995,,56532.0,,333406.0,195115.20000000007,5500.0,0,0,0,0,0,24,0,0,0,0,0,16,0,0,0,0,6,15,0,0,0,0,16,26,,,,4711.0,,,,,1.0,,,,,,,
467,467,386,DISPONENT,Monthly,1997-08-11,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,50.0,male,1950-04-17,337811.19999999995,,56532.0,,333406.0,195115.20000000007,5500.0,0,0,0,0,0,24,0,0,0,0,0,16,0,0,0,0,6,15,0,0,0,0,16,26,,,,4711.0,,,,,1.0,,,,,,,
468,468,387,OWNER,Monthly,1997-09-19,78.0,classic,1998-08-04,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,41.0,male,1959-04-27,363179.60000000003,320024.20000000007,,,361265.0,314324.19999999995,5700.0,0,0,0,0,0,7,0,0,0,0,0,15,0,0,0,0,1,17,0,0,0,0,4,20,,,,,,,,,,,,,,,,
469,469,388,OWNER,Monthly,1995-02-11,79.0,classic,1998-09-02,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,29.0,female,1970-10-13,616940.6000000003,,274008.0,,609354.0,242998.60000000018,,0,0,4,22,22,26,0,0,9,18,18,16,0,0,15,16,17,15,0,0,28,28,27,23,,,,6524.0,,,,,1.0,,,,,,,
470,470,389,OWNER,Monthly,1993-08-28,,,,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804,46.0,female,1954-04-21,484856.0,,245676.0,,479266.5,218101.40000000026,,0,20,27,26,21,19,0,19,20,18,18,20,4,18,19,18,19,18,13,31,33,29,32,30,3280.0,,,884.0,,1.0,,,1.0,,,,,,,
471,471,390,OWNER,Monthly,1996-02-16,80.0,classic,1998-06-25,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,23.0,male,1977-01-11,2317028.7,2207407.200000001,164241.0,,2307708.0,2040566.2000000011,2600.0,0,0,0,6,22,29,0,0,0,21,24,26,0,0,0,20,24,22,0,0,0,42,53,32,,,,4977.0,,,,,1.0,,,,,,,
472,472,391,OWNER,Monthly,1993-12-11,,,,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,18.0,male,1981-12-27,414719.30000000005,,,,407005.0,396046.7999999997,,0,15,26,24,27,25,0,16,17,18,17,18,0,15,16,18,17,15,4,29,32,28,28,27,,,,,,,,,,,,,,,,
473,473,392,OWNER,Monthly,1996-07-14,81.0,classic,1997-12-17,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,60.0,female,1939-09-25,473054.49999999994,,169680.0,,467879.0,228230.40000000008,19500.0,0,0,0,0,26,26,0,0,0,0,20,20,0,0,0,7,20,20,0,0,0,17,34,33,5663.0,,,1407.0,,1.0,,,1.0,,,,,,,
474,474,393,OWNER,Monthly,1995-02-04,82.0,classic,1997-05-07,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,51.0,male,1949-05-31,1273059.3,,261324.0,,1264166.0,947713.1999999993,31500.0,0,0,6,19,20,21,0,0,10,19,20,19,0,0,20,20,21,19,0,0,35,34,35,32,5920.0,,,302.0,,1.0,,,1.0,,,,,,,
476,476,395,OWNER,Monthly,1993-03-12,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,53.0,female,1947-06-01,1666765.5,,513955.0,,1655050.0,1129514.3999999994,,1,19,21,20,20,20,9,19,20,22,19,20,16,20,20,20,18,20,34,33,33,34,34,30,4036.0,828.0,,3871.0,,1.0,1.0,,1.0,,,,,,,
477,477,395,DISPONENT,Monthly,1993-03-12,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,45.0,male,1954-07-20,1666765.5,,513955.0,,1655050.0,1129514.3999999994,,1,19,21,20,20,20,9,19,20,22,19,20,16,20,20,20,18,20,34,33,33,34,34,30,4036.0,828.0,,3871.0,,1.0,1.0,,1.0,,,,,,,
478,478,396,OWNER,Monthly,1993-03-08,,,,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,22.0,male,1978-06-21,1761080.6999999993,,382330.0,,1747200.0,1324694.4000000006,,1,30,32,33,31,31,9,27,24,24,25,25,19,26,27,25,26,24,41,42,44,43,46,42,329.0,,308.0,5245.0,,2.0,,1.0,1.0,,,,,,,
479,479,397,OWNER,Monthly,1993-10-26,,,,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,52.0,male,1947-08-20,2122114.7000000007,2016643.2000000011,,2086093.0,20500.0,2016643.200000002,,0,10,15,16,15,16,0,19,16,19,16,14,0,16,16,16,13,16,7,28,31,27,27,24,,,,,,,,,,,,,,,,
480,480,397,DISPONENT,Monthly,1993-10-26,,,,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,54.0,female,1946-01-24,2122114.7000000007,2016643.2000000011,,2086093.0,20500.0,2016643.200000002,,0,10,15,16,15,16,0,19,16,19,16,14,0,16,16,16,13,16,7,28,31,27,27,24,,,,,,,,,,,,,,,,
481,481,398,OWNER,Monthly,1997-10-24,,,,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,73.0,male,1927-01-22,68820.0,,17020.0,67746.0,300.0,37641.399999999994,,0,0,0,0,0,8,0,0,0,0,0,18,0,0,0,0,0,14,0,0,0,0,3,25,,,,1702.0,,,,,1.0,,,,,,,
482,482,398,DISPONENT,Monthly,1997-10-24,,,,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,66.0,female,1934-01-22,68820.0,,17020.0,67746.0,300.0,37641.399999999994,,0,0,0,0,0,8,0,0,0,0,0,18,0,0,0,0,0,14,0,0,0,0,3,25,,,,1702.0,,,,,1.0,,,,,,,
483,483,399,OWNER,Monthly,1996-08-27,83.0,classic,1998-01-05,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,56.0,male,1944-06-19,903845.4999999999,875827.5999999996,126189.0,,899178.0,730238.5999999996,19400.0,0,0,0,0,12,21,0,0,0,0,30,15,0,0,0,2,27,15,0,0,0,5,39,23,,3090.5,,6009.0,,,1.0,,1.0,,,,,,,
484,484,400,OWNER,Monthly,1993-07-17,,,,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,40.0,female,1959-09-13,1000167.0999999999,,423828.0,,989184.0,524575.9999999994,,0,16,18,15,15,15,0,17,18,19,16,17,7,16,17,20,18,16,18,28,30,29,28,29,,,,6948.0,,,,,1.0,,,,,,,
485,485,401,OWNER,Monthly,1993-01-18,,,,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,22.0,male,1978-05-16,1003982.2,,359723.0,,995109.0,606503.5999999992,,7,27,24,24,18,22,12,19,19,19,17,15,18,19,19,18,16,16,32,33,32,29,29,26,1769.0,,,3600.0,,1.0,,,1.0,,,,,,,
486,486,402,OWNER,Monthly,1997-09-14,,,,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,56.0,male,1944-04-12,336066.99999999994,,45023.0,,333916.0,256446.00000000006,,0,0,0,0,0,16,0,0,0,0,0,23,0,0,0,0,1,20,0,0,0,0,10,33,2211.0,,,2083.0,,1.0,,,1.0,,,,,,,
487,487,403,OWNER,Monthly,1993-07-29,84.0,classic,1996-06-26,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,78.0,female,1922-04-01,374106.4999999999,,144060.0,361595.0,600.0,103996.00000000023,47000.0,0,18,18,17,16,14,0,17,17,14,16,17,3,15,12,12,14,13,10,26,21,24,21,24,,,,2401.0,,,,,1.0,,,,,,,
488,488,403,DISPONENT,Monthly,1993-07-29,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,82.0,male,1917-08-02,374106.4999999999,,144060.0,361595.0,600.0,103996.00000000023,47000.0,0,18,18,17,16,14,0,17,17,14,16,17,3,15,12,12,14,13,10,26,21,24,21,24,,,,2401.0,,,,,1.0,,,,,,,
489,489,404,OWNER,Monthly,1995-04-28,85.0,classic,1995-12-31,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,59.0,male,1940-10-07,1588465.4,1514448.3999999997,195507.0,1554292.0,23100.0,1297641.4000000001,21300.0,0,0,0,26,27,30,0,0,7,22,22,21,0,0,10,21,20,22,0,0,27,37,35,36,3450.0,,,1563.0,,1.0,,,1.0,,,,,,,
490,490,405,OWNER,Monthly,1997-03-13,86.0,classic,1997-11-28,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,49.0,male,1950-10-23,796750.5,782922.0999999997,227193.0,,793577.0,547729.0999999997,8000.0,0,0,0,0,3,19,0,0,0,0,9,25,0,0,0,0,22,28,0,0,0,0,48,37,1497.0,1339.0,3579.0,9632.0,,1.0,1.0,1.0,1.0,,,,,,,
491,491,406,OWNER,Monthly,1996-09-03,,,,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,33.0,male,1966-08-05,89129.5,,49536.0,86688.0,700.0,24425.799999999996,,0,0,0,0,19,24,0,0,0,0,16,17,0,0,0,3,18,19,0,0,0,9,27,29,264.0,,,1800.0,,1.0,,,1.0,,,,,,,
492,492,407,OWNER,Weekly,1997-04-18,,,,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,64.0,male,1935-10-26,397027.6,349693.0,70525.0,,394158.0,279168.0,,0,0,0,0,0,21,0,0,0,0,7,18,0,0,0,0,7,22,0,0,0,0,18,39,14.0,,,5411.0,,1.0,,,1.0,,,,,,,
493,493,408,OWNER,Monthly,1993-07-21,87.0,classic,1996-11-02,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,58.0,female,1942-06-04,978404.8000000003,,302520.0,,966132.0,520835.9999999993,70200.0,0,23,23,22,22,24,0,17,17,17,17,17,7,15,17,16,19,15,17,29,28,30,31,27,,,,5042.0,,,,,1.0,,,,,,,
494,494,409,OWNER,Monthly,1996-06-11,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,20.0,male,1980-05-19,354316.79999999993,,177060.0,,350185.0,136065.00000000006,,0,0,0,0,22,22,0,0,0,1,15,16,0,0,0,9,13,17,0,0,0,20,26,28,,,,6810.0,,,,,1.0,,,,,,,
495,495,410,OWNER,Monthly,1996-10-15,,,,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,63.0,female,1937-04-07,151232.1,,80325.0,149188.0,200.0,53056.59999999998,,0,0,0,0,6,21,0,0,0,0,17,14,0,0,0,0,12,14,0,0,0,3,21,23,,,,3825.0,,,,,1.0,,,,,,,
496,496,411,OWNER,Monthly,1993-02-05,88.0,classic,1996-11-04,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,49.0,female,1951-05-21,1455901.7999999996,,560934.0,,1441469.0,765963.5999999989,59800.0,6,23,23,23,23,22,11,19,16,17,18,16,16,16,16,16,16,19,26,27,28,29,28,28,,,,8499.0,,,,,1.0,,,,,,,
497,497,412,OWNER,Monthly,1996-01-21,89.0,classic,1998-04-22,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,47.0,male,1953-02-02,1147991.1,1084414.5999999996,270537.0,,1139720.0,813877.5999999996,,0,0,0,8,18,23,0,0,0,12,19,25,0,0,0,17,18,21,0,0,0,29,30,31,,,,8727.0,,,,,1.0,,,,,,,
498,498,412,DISPONENT,Monthly,1996-01-21,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,52.0,female,1948-01-15,1147991.1,1084414.5999999996,270537.0,,1139720.0,813877.5999999996,,0,0,0,8,18,23,0,0,0,12,19,25,0,0,0,17,18,21,0,0,0,29,30,31,,,,8727.0,,,,,1.0,,,,,,,
499,499,413,OWNER,Monthly,1996-07-09,,,,18,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,65.0,female,1935-07-08,148276.59999999998,,52675.0,146189.0,200.0,78100.39999999998,,0,0,0,0,20,16,0,0,0,0,16,16,0,0,0,3,15,13,0,0,0,14,26,20,,,,2107.0,,,,,1.0,,,,,,,
500,500,414,OWNER,Monthly,1996-01-29,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,29.0,male,1971-01-06,696501.7999999998,,236100.0,,691684.0,394937.99999999977,,0,0,0,7,23,20,0,0,0,11,17,16,0,0,0,17,16,16,0,0,0,30,29,25,,,,7870.0,,,,,1.0,,,,,,,
501,501,415,OWNER,Monthly,1993-03-03,,,,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,62.0,male,1937-10-28,1032145.8999999999,,576840.0,,1024060.0,417428.99999999953,,3,21,22,22,22,20,9,16,17,17,15,14,17,16,17,16,15,15,27,26,28,29,26,23,,,,8740.0,,,,,1.0,,,,,,,
502,502,416,OWNER,Monthly,1996-08-11,,,,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,80.0,male,1919-12-08,146722.3,,47256.0,144340.0,500.0,74695.79999999999,,0,0,0,0,22,22,0,0,0,0,20,19,0,0,0,2,18,19,0,0,0,5,31,31,,,,1969.0,,,,,2.0,,,,,,,
503,503,417,OWNER,Monthly,1996-01-27,90.0,classic,1997-06-04,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,40.0,male,1959-07-24,1241508.4999999993,1229264.1999999997,,,1234139.0,1222064.2000000007,7200.0,0,0,0,10,19,12,0,0,0,19,23,13,0,0,0,15,19,12,0,0,0,23,36,16,,,,,,,,,,,,,,,,
504,504,418,OWNER,Monthly,1995-08-27,91.0,junior,1997-09-01,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,20.0,male,1979-08-01,919301.2999999999,,335376.0,,912233.0,525250.9999999997,25200.0,0,0,0,23,21,21,0,0,0,16,16,16,0,0,4,15,19,17,0,0,13,25,28,30,,,,9316.0,,,,,1.0,,,,,,,
505,505,419,OWNER,Monthly,1993-10-25,,,,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,22.0,male,1977-12-21,366780.2,,,,360400.0,340232.19999999995,,0,11,19,20,20,19,0,14,15,14,13,15,0,13,13,17,17,14,7,24,21,26,24,21,,,,,,,,,,,,,,,,
506,506,420,OWNER,Monthly,1995-08-26,,,,75,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,53.0,male,1946-08-16,538029.2,,251720.0,,530603.0,207611.00000000017,,0,0,0,19,22,22,0,0,0,16,15,16,0,0,4,15,17,16,0,0,13,28,30,28,,,,7192.0,,,,,1.0,,,,,,,
507,507,421,OWNER,Monthly,1997-11-27,,,,75,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,45.0,male,1954-11-16,126199.1,,50139.0,,125178.0,55316.79999999999,,0,0,0,0,0,9,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,0,4,21,,,,5571.0,,,,,1.0,,,,,,,
508,508,422,OWNER,Weekly,1994-08-29,92.0,classic,1995-11-20,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,29.0,male,1971-04-28,1432763.2999999996,1356093.0,,1424191.0,400.0,1327893.0,28200.0,0,0,16,21,16,17,0,0,14,13,14,16,0,2,14,13,12,14,0,11,24,22,23,22,,,,,,,,,,,,,,,,
